,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0
AT,1013.3919107289337,1102.1470620239413,1194.679485934064,1290.913525578476,1390.277559511921,1492.8934388698144,1598.7930547461528,1707.5665061316818,1819.1597112593358,1933.5408226017282,2050.5505958814138,2170.117762320378,2291.843324772303,2415.391828017128,2540.6827330710285,2667.6755327369015,2796.0433010125985,2925.740538811802,3056.647904830333,3188.477231650971,3321.339453920285
BE,600.6814507819568,675.4585469029095,753.489833477326,834.6473752829331,918.760805360295,1005.558579555249,1094.8234845306752,1186.288519869568,1279.632734943967,1374.7079577282288,1471.2724071306418,1569.0817613961008,1668.4017629961795,1769.0123682573158,1870.884881433553,1973.843609945071,2077.3946541558907,2181.511797922526,2286.0703454863606,2390.9069132814975,2496.054373630687
BG,1219.6564330672477,1301.3279161901505,1385.3761281180953,1471.7639762057752,1560.3053713284273,1650.9476591718699,1743.4635085827244,1837.6582947995669,1933.079564135443,2029.557963659468,2126.906415100944,2225.199921294281,2324.111535483289,2423.6378870330695,2523.84764826412,2624.6731593349,2726.026042070851,2827.9328065233535,2930.3755726903123,3033.3461781640917,3136.7096173391265
CZ,1028.4999208023396,1114.3323503621236,1203.6643056395494,1296.4660481690853,1392.3139593564274,1491.2499381327236,1593.6651922533458,1699.1709090425798,1807.5331245491457,1918.6071899224744,2032.062055423799,2147.895529082281,2265.8732136543827,2385.911466536159,2507.625410206326,2631.0419098476377,2756.01108896393,2882.7428098364708,3010.974886203911,3140.7330065192764,3271.599285584277
DE,683.7715624898167,760.2464305310473,840.2658298264921,923.849563002788,1010.8319021051209,1101.125992699052,1194.8102192300285,1291.3873391352263,1390.801707582553,1492.951097185461,1597.201118870481,1703.3271006198834,1811.356284172017,1921.265489037805,2032.7307713009593,2145.7889115226526,2260.2125777986744,2376.0297198340622,2493.2201792225815,2611.3687663351675,2730.313755690379
DK,894.0297250054412,978.3082009016912,1064.7839175899962,1153.95389207965,1245.8497128275085,1340.1495037361715,1436.4818244648618,1534.8179085253846,1634.7063683934375,1736.0378611233273,1838.684936268562,1942.2641482589484,2046.4318400289321,2151.0910694573977,2256.2588057537178,2361.8157266485773,2467.6519832922318,2573.6292430700273,2679.6292430700273,2785.629243070027,2891.629243070027
EE,783.1330105251562,871.4855800861054,963.4179730084036,1058.3606932490582,1155.8197390924036,1255.4115788577733,1356.5207373717762,1458.802598896356,1561.9233400048863,1665.7931364664528,1770.1259681125175,1874.75868756198,1979.719089334461,2084.842931303785,2190.1632060224074,2295.6389176237612,2401.2793855882037,2507.068767802889,2612.965332976761,2718.9066196038452,2824.904317719748
ES,384.21334770847557,439.31375498607156,497.7009178802678,558.9964713027075,622.1230986002637,687.0445138621523,753.9314868614076,822.3278273763137,891.8993980314859,962.5099283626927,1034.0015862300058,1106.3899066386516,1179.3821630114696,1252.9476448940761,1327.024650807201,1401.609458518845,1476.5026898326228,1551.5830356685929,1626.820462921559,1702.1733085104602,1777.592967150819
FR,648.4372960023388,729.7908371507514,814.9291564194044,903.5505491524924,995.7674901003809,1091.5796211295865,1190.8680203683957,1293.7596348177808,1399.8615964012563,1509.063466934701,1621.2933395669847,1736.1457663437182,1853.862931063291,1974.3445387444185,2097.2747882595336,2222.565691720239,2349.7607274585243,2478.329016743939,2608.070142794239,2738.6716333433687,2870.0004037802087
GB,444.18623409998224,515.2583622445418,590.5462249882866,669.8223376464302,752.7175234011709,839.4471250806909,929.2907272105093,1021.7563016494712,1116.6733608231602,1213.8242496035589,1313.2352418658008,1414.097566861999,1516.3372162572737,1619.7513059255402,1724.0607278278117,1828.7968102856144,1933.8083343473982,2039.0590422645669,2144.623411219125,2250.410430730662,2356.3574605021427
GR,286.805311911932,338.16228535418367,393.4754843671163,452.9925128539453,515.9901461420766,582.1970126157969,651.582549972671,724.0728344287784,799.2404950324099,876.5584343042872,956.1025584513245,1037.3248735453517,1120.0786537964195,1204.3067191529494,1289.8343241795433,1376.2018370499145,1463.2722359985373,1550.959899861186,1639.1881609719721,1727.8826074547478,1816.9747150739252
HR,1184.1036424394174,1271.3456172744486,1360.936723998751,1452.4096440559638,1545.5565735404,1640.2206754193955,1736.4772133913618,1834.1432767308715,1933.2727917394664,2033.7985734655408,2135.569832562843,2238.447555722775,2342.0887345757405,2446.2877476520875,2550.8216936230515,2655.615292506173,2760.6339498978923,2865.92751964486,2971.3858339837043,3077.077378733494,3182.9637411527106
HU,1069.6045791590757,1150.7725089783917,1234.364731283118,1319.991065097493,1407.5750001254573,1497.0678527738478,1588.1978075239238,1680.92829058984,1775.1180949333707,1870.845382893127,1967.7345204896149,2065.747146425211,2164.7094512921785,2264.871077323108,2366.142910084961,2468.261512270208,2571.1275153372735,2674.6157746404997,2778.815065937007,2883.4746058067203,2988.466278429246
IE,172.78905574557925,213.2252734290833,259.25687981415615,311.5994793107192,369.88941719578906,433.1433908953157,499.9881214117565,569.3786431205438,640.9183045713671,714.258171285062,788.3105157667071,863.034746567479,938.2727061241624,1013.6927777758309,1089.1540797077523,1164.6540797077523,1240.1540797077523,1315.6540797077523,1391.1540797077525,1466.6540797077523,1542.1540797077523
IT,271.6312570725473,325.3085086420814,384.6537785309818,448.97600618911264,517.8538852548039,590.6703860989454,666.721590725062,745.7280298569847,827.1520775522326,911.0258962334582,997.5119746181508,1086.481565876246,1178.078983723446,1272.5020150761525,1369.616813385921,1468.6101480543557,1569.0393929984634,1670.416929269013,1772.4705295967804,1875.1309239998843,1978.2293545808416
LT,1354.8947625168896,1451.422041017439,1549.507564074001,1648.827519811796,1749.1622733489642,1850.3778830997699,1952.4372712539887,2055.3068442642507,2158.8983019298194,2263.112407019101,2367.9627835430156,2473.24819771305,2578.807931456354,2684.643731813121,2790.6312911645714,2896.631291164572,3002.631291164572,3108.631291164572,3214.631291164572,3320.631291164572,3426.631291164572
LV,952.9731322931594,1042.4316396319962,1134.4652676210462,1228.607608332253,1324.7525249940177,1422.260253242589,1521.0297265114377,1621.202615376954,1722.2970064504584,1824.154692380326,1926.9390693104974,2030.5051598387818,2134.536249026039,2238.9490423414245,2343.7366627364377,2448.942578186968,2554.453336724884,2660.2891547921163,2766.280497398774,2872.280497398774,2978.280497398774
NL,461.6119802102289,527.8606865063829,598.3491557615478,672.6768595323836,750.2115398231313,831.1660163707259,915.2297881656636,1002.131597839604,1091.9629219088706,1184.0931498831424,1277.9555162918919,1373.6552056784399,1471.0047595503374,1570.1270599311413,1670.7361374300979,1772.738301016086,1875.6212936402194,1979.1635045637213,2083.3375079320153,2187.9152199539476,2292.887645009446
PL,1203.0580387984592,1300.3576625482071,1400.7672455192592,1504.1077118926453,1610.571742511735,1719.8817947675668,1831.8527860285076,1946.3802459152146,2063.266764611162,2182.375576907488,2303.8438041072595,2427.1418773158853,2552.1410141688334,2678.7781737677487,2806.8619672034492,2936.5055897090324,3067.379242260361,3199.3627191931546,3332.295214810317,3465.900713071469,3600.1914762297392
RO,1022.5687912918224,1091.6108143913566,1162.9099202301454,1236.3757128738987,1311.7186377654634,1388.6697303254516,1467.0446886892291,1546.583957856691,1627.4672511242834,1709.5462326912443,1792.5793928533453,1876.2907464232067,1960.7343589325815,2045.9069154293443,2131.68479187971,2217.9323203179174,2304.7049604769804,2391.8613851978425,2479.3592975956262,2567.209607295896,2655.4695986836396
SI,993.5418013060709,1074.7821215600936,1158.3276777908236,1243.8794350545252,1331.2475944452694,1420.1351596488826,1511.0183552649708,1603.9360728407523,1698.622478793498,1794.9320807453926,1892.8999734351455,1991.914252934133,2092.0425525412697,2193.3651632916963,2295.846366605176,2399.0886652293466,2502.975793433525,2607.307356500205,2712.0298315685395,2817.09255229457,2922.4992805758757
SK,979.6730719630763,1058.9634551905194,1140.779746757446,1224.8812378445093,1311.2037000955997,1399.5265192951294,1489.9542481023846,1582.0001751773354,1675.5595809334225,1770.6089188400492,1867.3421007035338,1965.18042405005,2064.098194708957,2164.0066745236904,2264.9333180132026,2366.7870716460448,2469.4910076440824,2572.890024114753,2676.92674343634,2781.490503711838,2886.464085956397
FI,2097.855094936248,2221.3213631374783,2346.762005125257,2474.091124903127,2602.795831408495,2732.6779809455047,2863.954263231472,2996.6699488620006,3130.655490821099,3265.5673021332286,3400.9808398955856,3536.775899604977,3672.845128235598,3809.1671503248663,3945.6186367584364,4082.1186367584364,4218.618636758436,4355.118636758436,4491.618636758436,4628.118636758436,4764.618636758436
SE,1537.1136961333968,1648.83408741884,1763.7436789547096,1881.7637478552679,2002.7334366844493,2126.313849088059,2252.5829735888865,2381.323867362099,2512.3577714257253,2645.1140017470084,2778.8111415887875,2913.1297133227326,3048.0325959829106,3183.3339734248184,3319.0489463646268,3455.150698888424,3591.484803715864,3728.0543668176606,3864.8972706601276,4001.877664872749,4138.877664872749
LU,813.9971398111835,900.9571643758463,991.3076007607955,1085.156378449118,1182.4261623054854,1283.1645711591304,1387.3532946276562,1494.3832311332353,1604.545371850635,1717.2289551673402,1832.7182978718045,1950.772469135185,2071.3616894891857,2194.436023310649,2319.6268790498034,2446.5110723476823,2574.731454214548,2704.1498696931494,2834.7728321391737,2966.5800187755467,3099.225147812851
PT,52.88097694565786,71.18809052299991,93.90272765727302,122.07598482509269,155.55883736335863,194.27715158217063,238.66235552769905,288.6875331003103,343.6140072382779,402.65837695112685,465.60123679102696,532.0127193515366,601.1737584480107,671.8639976509942,743.7933291894441,816.5429929900479,890.0347040969157,964.0737255367035,1038.68250072955,1113.641922767274,1188.8532160745826
CH,1188.3816992392462,1272.5531946731899,1358.7347556344612,1447.2315623218046,1537.8891327553301,1630.5081963953653,1724.976083524256,1821.1617856752628,1918.8235029382843,2018.0319977813829,2118.499822066654,2219.9597862087785,2322.1710349163704,2425.0449900046924,2528.5328390606683,2632.633511835554,2737.4563174379837,2842.823506365905,2948.508019984354,3054.3757588164344,3160.3201098991153
UA,1272.2685585638412,1361.7113159716334,1452.7581139501808,1545.2928952093562,1639.1201530349902,1734.2320518284203,1830.5157034868578,1928.0609141087778,2026.7577751350423,2126.427028630159,2226.9714890264686,2328.4831464724703,2431.013983767096,2534.3281824481646,2638.400396874468,2743.0399176951196,2847.8885725004493,2952.937873255289,3058.2695402640675,3163.861816701745,3269.5519521341776
